3524: onLinear5D(30.42303466796875, 53.20991516113281, -4.896434783935547, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3526: onLinear5D(30.475208282470703, 53.204833984375, -5.077032089233398, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3528: onLinear5D(30.560110092163086, 53.196563720703125, -5.244622707366943, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3530: onLinear5D(30.69015884399414, 53.18389892578125, -5.450743675231934, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3532: onLinear5D(30.768787384033203, 53.18810272216797, -5.68173885345459, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3534: onLinear5D(30.791311264038086, 53.20891571044922, -5.923851490020752, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3536: onLinear5D(30.756391525268555, 53.2451057434082, -6.162660598754883, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3538: onLinear5D(30.66610336303711, 53.29451370239258, -6.383943557739258, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3540: onLinear5D(30.525829315185547, 53.35419845581055, -6.574520587921143, -0.627052549856998, 0.08553928195613716, 0.7742661886975728, 400, 2)
3542: onLinear5D(30.35171890258789, 53.422340393066406, -6.757771968841553, -0.6375558400650206, 0.08942873065039329, 0.765196087897243, 400, 2)
3544: onLinear5D(30.177396774291992, 53.48774337768555, -6.940755367279053, -0.647942074089519, 0.09350327516311817, 0.7559287044148691, 400, 2)
3546: onLinear5D(30.026798248291016, 53.61579895019531, -7.111255645751953, -0.659872406671185, 0.09314176355401528, 0.7455823353567506, 400, 2)
3548: onLinear5D(29.910188674926758, 53.79778289794922, -7.257653713226318, -0.6740451591814569, 0.08894528628965295, 0.7333156615202596, 400, 2)
3550: onLinear5D(29.83551025390625, 54.02128982543945, -7.369972229003906, -0.687849761455152, 0.08951623010968399, 0.7203121199959366, 400, 2)
3552: onLinear5D(29.8078556060791, 54.27109146118164, -7.440557479858398, -0.696528063422333, 0.0991324837374396, 0.7106485823057559, 400, 2)
3554: onLinear5D(29.82910919189453, 54.53016662597656, -7.464598655700684, -0.6979418475198091, 0.11315184213419077, 0.7071589906819221, 400, 2)
3556: onLinear5D(29.884492874145508, 54.8439826965332, -7.464537620544434, -0.6960507123476198, 0.12455351808579906, 0.7071066588378458, 800, 2)
3558: onLinear5D(30.16196060180664, 56.13908004760742, -7.464361667633057, -0.6873177177564234, 0.16618686642675035, 0.7070900086165545, 800, 2)
3560: onLinear5D(30.518280029296875, 57.413875579833984, -7.4645915031433105, -0.6760087838525034, 0.2072580079979868, 0.7071465493622702, 800, 2)
3562: onLinear5D(30.95061683654785, 58.66404724121094, -7.46437406539917, -0.6623240090671699, 0.24766452526033816, 0.7070991372790402, 800, 2)
3564: onLinear5D(31.461956024169922, 59.88295364379883, -7.464579105377197, -0.6461099373891099, 0.2872014040237159, 0.707147298894542, 800, 2)
3566: onLinear5D(32.04501724243164, 61.06793975830078, -7.464354991912842, -0.6275958426229774, 0.3258041445273657, 0.7070891865466098, 800, 2)
3568: onLinear5D(32.69948959350586, 62.21354293823242, -7.464572429656982, -0.606662141435068, 0.3632532281750337, 0.7071125358596285, 800, 2)
3570: onLinear5D(32.932228088378906, 62.58639144897461, -7.4646124839782715, -0.5991380937622593, 0.3754449864267144, 0.7071595341717244, 800, 2)
3572: onLinear5D(33.67780303955078, 63.67243576049805, -7.4643707275390625, -0.5752364573717021, 0.41124759387385484, 0.7070915320122414, 800, 2)
3574: onLinear5D(34.48649597167969, 64.70982360839844, -7.464569568634033, -0.5490222594308076, 0.44556996396965565, 0.7071364549063855, 800, 2)
3576: onLinear5D(34.769596099853516, 65.04400634765625, -7.464529037475586, -0.5398292603298945, 0.45670143292606297, 0.7071125588298937, 800, 2)
3578: onLinear5D(35.0596809387207, 65.37174224853516, -7.464338302612305, -0.5304189840618981, 0.4676777650084917, 0.7070595515679045, 800, 2)
3580: onLinear5D(35.3556022644043, 65.69376373291016, -7.46433687210083, -0.5207318644847224, 0.4784402830062941, 0.7070595596603739, 800, 2)
3582: onLinear5D(36.281219482421875, 66.61962890625, -7.464547157287598, -0.4901952566848928, 0.5095916516562227, 0.7071244295637897, 800, 2)
3584: onLinear5D(37.256080627441406, 67.48434448242188, -7.4643120765686035, -0.45755919265261896, 0.5391817028219996, 0.7070521031444941, 800, 2)
3586: onLinear5D(37.58955001831055, 67.75867462158203, -7.464428424835205, -0.44607990088296695, 0.5486346969588002, 0.7071157552488616, 800, 2)
3588: onLinear5D(37.90837860107422, 68.0078353881836, -7.46451997756958, -0.434649527836022, 0.557746947790914, 0.7071054590242126, 800, 2)
3590: onLinear5D(38.98841094970703, 68.78706359863281, -7.464519023895264, -0.40072663880393733, 0.5825566542135842, 0.7071392405915354, 800, 2)
3592: onLinear5D(39.35814666748047, 69.02999114990234, -7.464353084564209, -0.38904870312860906, 0.5905000682248135, 0.7070719737201003, 800, 2)
3594: onLinear5D(39.730934143066406, 69.26570892333984, -7.464341640472412, -0.37709644307850143, 0.5981959680123077, 0.7070783948554508, 800, 2)
3596: onLinear5D(40.10630416870117, 69.49264526367188, -7.464487552642822, -0.3648242372473546, 0.6057058006741249, 0.7071235810992327, 800, 2)
3598: onLinear5D(40.213218688964844, 69.55609893798828, -7.464529037475586, -0.36095658206474895, 0.6080220385781232, 0.7071206024911431, 800, 2)
